id,category,title,detail_url,caption,page_1,page_2,page_3,page_4,page_5
process-flow-diagram-028,Process & Workflow,Protein Purification And Quality-control Workflow For Structural Biology,https://figpad.ai/scientific-visualization/protein-purification-quality-control-isometric-technical,This is the workflow prompt behind the figure. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/028-protein-purification-and-quality-control-workflow-for-structural-biology/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/028-protein-purification-and-quality-control-workflow-for-structural-biology/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/028-protein-purification-and-quality-control-workflow-for-structural-biology/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/028-protein-purification-and-quality-control-workflow-for-structural-biology/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/028-protein-purification-and-quality-control-workflow-for-structural-biology/05_cta.png
process-flow-diagram-029,Process & Workflow,Metabolomics Analysis Workflow From LC-MS To Pathway Enrichment,https://figpad.ai/scientific-visualization/metabolomics-analysis-workflow-from-scientific-engraving-monochrome,This is the workflow prompt behind the figure. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/029-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/029-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/029-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/029-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/029-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/05_cta.png
process-flow-diagram-030,Process & Workflow,Clinical Trial Data Pipeline From Enrollment To Endpoint Analysis,https://figpad.ai/scientific-visualization/clinical-trial-data-pipeline,This is the workflow prompt behind the figure. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/030-clinical-trial-data-pipeline-from-enrollment-to-endpoint-analysis/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/030-clinical-trial-data-pipeline-from-enrollment-to-endpoint-analysis/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/030-clinical-trial-data-pipeline-from-enrollment-to-endpoint-analysis/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/030-clinical-trial-data-pipeline-from-enrollment-to-endpoint-analysis/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/030-clinical-trial-data-pipeline-from-enrollment-to-endpoint-analysis/05_cta.png
process-flow-diagram-031,Process & Workflow,Laboratory Automation Workflow For High-throughput Screening,https://figpad.ai/scientific-visualization/laboratory-automation-workflow-high,This is the workflow prompt behind the figure. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/031-laboratory-automation-workflow-for-high-throughput-screening/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/031-laboratory-automation-workflow-for-high-throughput-screening/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/031-laboratory-automation-workflow-for-high-throughput-screening/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/031-laboratory-automation-workflow-for-high-throughput-screening/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/031-laboratory-automation-workflow-for-high-throughput-screening/05_cta.png
process-flow-diagram-032,Process & Workflow,Single-cell RNA-seq Experiment From Sample Prep To Clustering,https://figpad.ai/scientific-visualization/single-cell-rna-seq-isometric-technical,This is the workflow prompt behind the figure. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/032-single-cell-rna-seq-experiment-from-sample-prep-to-clustering/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/032-single-cell-rna-seq-experiment-from-sample-prep-to-clustering/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/032-single-cell-rna-seq-experiment-from-sample-prep-to-clustering/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/032-single-cell-rna-seq-experiment-from-sample-prep-to-clustering/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/032-single-cell-rna-seq-experiment-from-sample-prep-to-clustering/05_cta.png
process-flow-diagram-033,Process & Workflow,CRISPR Pooled Screening Pipeline With Sequencing Readout,https://figpad.ai/scientific-visualization/crispr-pooled-screening-pipeline-scientific-engraving-monochrome,This is the workflow prompt behind the figure. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/033-crispr-pooled-screening-pipeline-with-sequencing-readout/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/033-crispr-pooled-screening-pipeline-with-sequencing-readout/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/033-crispr-pooled-screening-pipeline-with-sequencing-readout/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/033-crispr-pooled-screening-pipeline-with-sequencing-readout/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/033-crispr-pooled-screening-pipeline-with-sequencing-readout/05_cta.png
process-flow-diagram-034,Process & Workflow,Protein Purification And Quality-control Workflow For Structural Biology,https://figpad.ai/scientific-visualization/protein-purification-quality-control-schematic-minimal,This is the workflow prompt behind the figure. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/034-protein-purification-and-quality-control-workflow-for-structural-biology/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/034-protein-purification-and-quality-control-workflow-for-structural-biology/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/034-protein-purification-and-quality-control-workflow-for-structural-biology/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/034-protein-purification-and-quality-control-workflow-for-structural-biology/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/034-protein-purification-and-quality-control-workflow-for-structural-biology/05_cta.png
process-flow-diagram-035,Process & Workflow,Metabolomics Analysis Workflow From LC-MS To Pathway Enrichment,https://figpad.ai/scientific-visualization/metabolomics-analysis-workflow-from-clean-vector,This is the workflow prompt behind the figure. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/035-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/035-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/035-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/035-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/process-flow-diagram/035-metabolomics-analysis-workflow-from-lc-ms-to-pathway-enrichment/05_cta.png
graphical-abstract-template-036,Graphical Abstracts,CAR-T Cell Therapy,https://figpad.ai/scientific-visualization/car-t-cell-therapy,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/036-car-t-cell-therapy/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/036-car-t-cell-therapy/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/036-car-t-cell-therapy/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/036-car-t-cell-therapy/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/036-car-t-cell-therapy/05_cta.png
graphical-abstract-template-037,Graphical Abstracts,Lipid Nanoparticle mRNA Delivery,https://figpad.ai/scientific-visualization/lipid-nanoparticle-mrna-delivery,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/037-lipid-nanoparticle-mrna-delivery/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/037-lipid-nanoparticle-mrna-delivery/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/037-lipid-nanoparticle-mrna-delivery/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/037-lipid-nanoparticle-mrna-delivery/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/037-lipid-nanoparticle-mrna-delivery/05_cta.png
graphical-abstract-template-038,Graphical Abstracts,Organoid-based Drug Screening,https://figpad.ai/scientific-visualization/organoid-based-drug-screening,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/038-organoid-based-drug-screening/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/038-organoid-based-drug-screening/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/038-organoid-based-drug-screening/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/038-organoid-based-drug-screening/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/038-organoid-based-drug-screening/05_cta.png
graphical-abstract-template-039,Graphical Abstracts,AlphaFold Protein Structure Prediction,https://figpad.ai/scientific-visualization/alphafold-protein-structure-prediction,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/039-alphafold-protein-structure-prediction/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/039-alphafold-protein-structure-prediction/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/039-alphafold-protein-structure-prediction/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/039-alphafold-protein-structure-prediction/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/039-alphafold-protein-structure-prediction/05_cta.png
graphical-abstract-template-040,Graphical Abstracts,PROTAC Targeted Protein Degradation,https://figpad.ai/scientific-visualization/protac-targeted-protein-degradation,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/040-protac-targeted-protein-degradation/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/040-protac-targeted-protein-degradation/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/040-protac-targeted-protein-degradation/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/040-protac-targeted-protein-degradation/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/040-protac-targeted-protein-degradation/05_cta.png
graphical-abstract-template-041,Graphical Abstracts,Base Editing,https://figpad.ai/scientific-visualization/base-editing,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/041-base-editing/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/041-base-editing/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/041-base-editing/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/041-base-editing/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/041-base-editing/05_cta.png
graphical-abstract-template-042,Graphical Abstracts,Lipid Nanoparticle Mediated mRNA Delivery And Immune Activation,https://figpad.ai/scientific-visualization/lipid-nanoparticle-mediated-mrna-soft-biomedical,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/042-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/042-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/042-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/042-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/042-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/05_cta.png
graphical-abstract-template-043,Graphical Abstracts,Organoid-based Precision Medicine Loop For Drug Response Prediction,https://figpad.ai/scientific-visualization/organoid-based-precision-medicine-clean-vector,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/043-organoid-based-precision-medicine-loop-for-drug-response-prediction/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/043-organoid-based-precision-medicine-loop-for-drug-response-prediction/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/043-organoid-based-precision-medicine-loop-for-drug-response-prediction/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/043-organoid-based-precision-medicine-loop-for-drug-response-prediction/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/043-organoid-based-precision-medicine-loop-for-drug-response-prediction/05_cta.png
graphical-abstract-template-044,Graphical Abstracts,Microbiome-gut-brain Axis Effects On Neuroinflammation,https://figpad.ai/scientific-visualization/microbiome-gut-brain-axis-watercolor-texture-ink-line,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/044-microbiome-gut-brain-axis-effects-on-neuroinflammation/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/044-microbiome-gut-brain-axis-effects-on-neuroinflammation/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/044-microbiome-gut-brain-axis-effects-on-neuroinflammation/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/044-microbiome-gut-brain-axis-effects-on-neuroinflammation/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/044-microbiome-gut-brain-axis-effects-on-neuroinflammation/05_cta.png
graphical-abstract-template-045,Graphical Abstracts,PROTAC-driven Targeted Protein Degradation Summary,https://figpad.ai/scientific-visualization/protac-driven-targeted-protein-journal-cover-cinematic,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/045-protac-driven-targeted-protein-degradation-summary/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/045-protac-driven-targeted-protein-degradation-summary/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/045-protac-driven-targeted-protein-degradation-summary/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/045-protac-driven-targeted-protein-degradation-summary/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/045-protac-driven-targeted-protein-degradation-summary/05_cta.png
graphical-abstract-template-046,Graphical Abstracts,CAR-T Treatment Lifecycle With Tumor Burden Reduction,https://figpad.ai/scientific-visualization/car-t-treatment-lifecycle,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/046-car-t-treatment-lifecycle-with-tumor-burden-reduction/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/046-car-t-treatment-lifecycle-with-tumor-burden-reduction/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/046-car-t-treatment-lifecycle-with-tumor-burden-reduction/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/046-car-t-treatment-lifecycle-with-tumor-burden-reduction/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/046-car-t-treatment-lifecycle-with-tumor-burden-reduction/05_cta.png
graphical-abstract-template-047,Graphical Abstracts,Synthetic Biology Biosensor For Rapid Pathogen Detection,https://figpad.ai/scientific-visualization/synthetic-biology-biosensor-rapid,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/047-synthetic-biology-biosensor-for-rapid-pathogen-detection/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/047-synthetic-biology-biosensor-for-rapid-pathogen-detection/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/047-synthetic-biology-biosensor-for-rapid-pathogen-detection/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/047-synthetic-biology-biosensor-for-rapid-pathogen-detection/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/047-synthetic-biology-biosensor-for-rapid-pathogen-detection/05_cta.png
graphical-abstract-template-048,Graphical Abstracts,Organoid-based Precision Medicine Loop For Drug Response Prediction,https://figpad.ai/scientific-visualization/organoid-based-precision-medicine-journal-cover-cinematic,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/048-organoid-based-precision-medicine-loop-for-drug-response-prediction/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/048-organoid-based-precision-medicine-loop-for-drug-response-prediction/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/048-organoid-based-precision-medicine-loop-for-drug-response-prediction/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/048-organoid-based-precision-medicine-loop-for-drug-response-prediction/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/048-organoid-based-precision-medicine-loop-for-drug-response-prediction/05_cta.png
graphical-abstract-template-049,Graphical Abstracts,Microbiome-gut-brain Axis Effects On Neuroinflammation,https://figpad.ai/scientific-visualization/microbiome-gut-brain-axis-soft-biomedical,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/049-microbiome-gut-brain-axis-effects-on-neuroinflammation/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/049-microbiome-gut-brain-axis-effects-on-neuroinflammation/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/049-microbiome-gut-brain-axis-effects-on-neuroinflammation/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/049-microbiome-gut-brain-axis-effects-on-neuroinflammation/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/049-microbiome-gut-brain-axis-effects-on-neuroinflammation/05_cta.png
graphical-abstract-template-050,Graphical Abstracts,PROTAC-driven Targeted Protein Degradation Summary,https://figpad.ai/scientific-visualization/protac-driven-targeted-protein-clean-vector,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/050-protac-driven-targeted-protein-degradation-summary/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/050-protac-driven-targeted-protein-degradation-summary/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/050-protac-driven-targeted-protein-degradation-summary/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/050-protac-driven-targeted-protein-degradation-summary/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/050-protac-driven-targeted-protein-degradation-summary/05_cta.png
graphical-abstract-template-051,Graphical Abstracts,Lipid Nanoparticle Mediated mRNA Delivery And Immune Activation,https://figpad.ai/scientific-visualization/lipid-nanoparticle-mediated-mrna-watercolor-texture-ink-line,A graphical abstract prompt worth saving. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/051-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/051-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/051-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/051-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/graphical-abstract-template/051-lipid-nanoparticle-mediated-mrna-delivery-and-immune-activation/05_cta.png
lab-equipment-diagram-052,Lab Apparatus,Triple Quadrupole Mass Spectrometer,https://figpad.ai/scientific-visualization/triple-quadrupole-mass-spectrometer,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/052-triple-quadrupole-mass-spectrometer/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/052-triple-quadrupole-mass-spectrometer/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/052-triple-quadrupole-mass-spectrometer/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/052-triple-quadrupole-mass-spectrometer/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/052-triple-quadrupole-mass-spectrometer/05_cta.png
lab-equipment-diagram-053,Lab Apparatus,Bruker 800 MHz NMR Spectrometer,https://figpad.ai/scientific-visualization/bruker-800-mhz-nmr,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/053-bruker-800-mhz-nmr-spectrometer/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/053-bruker-800-mhz-nmr-spectrometer/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/053-bruker-800-mhz-nmr-spectrometer/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/053-bruker-800-mhz-nmr-spectrometer/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/053-bruker-800-mhz-nmr-spectrometer/05_cta.png
lab-equipment-diagram-054,Lab Apparatus,Modern UHPLC System,https://figpad.ai/scientific-visualization/modern-uhplc-system,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/054-modern-uhplc-system/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/054-modern-uhplc-system/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/054-modern-uhplc-system/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/054-modern-uhplc-system/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/054-modern-uhplc-system/05_cta.png
